id,loss
4,1433.709378
6,2207.854789
9,10126.272597
12,4581.191058
15,705.109814
17,2317.836973
21,1740.277240
28,643.937016
32,2117.556315
43,1750.772949
46,2433.651582
50,1409.829442
54,1256.323277
62,2417.997541
70,1992.646454
71,4580.121974
75,2670.116753
77,1408.579707
81,3522.145724
83,2476.204211
87,2615.025930
97,1951.213774
103,1293.398750
119,1207.374320
120,1121.273620
127,1788.068974
138,1350.400898
141,2180.173238
148,1639.733805
150,1545.033196
151,2010.189831
158,1597.761540
160,6259.673983
165,2404.757113
168,2964.744181
169,3527.629411
177,2880.701069
178,5072.452006
184,2314.560123
194,1174.149871
198,1496.701705
203,5715.930977
211,1917.609467
217,1026.484297
219,786.719417
221,3685.366164
227,1954.308377
230,1202.943470
235,2185.353634
240,1061.123780
243,2549.086552
249,6316.616185
253,1478.818902
258,997.906011
261,1965.309595
263,3788.397987
264,2880.182484
265,5352.589040
268,1922.953684
271,1211.000457
274,6208.157128
275,885.272116
279,1760.251901
282,1281.726137
286,3043.845295
288,1313.727353
294,3005.335371
296,1169.339689
297,884.882320
300,953.562459
303,6005.610398
314,1048.484353
315,5320.390602
321,2174.072365
323,4163.093908
330,2981.780619
341,1721.198896
342,4221.223624
352,1388.120140
353,2383.100658
360,5566.603314
361,1832.916052
362,2242.456030
366,847.072451
372,2408.510850
376,2730.796609
377,2085.318124
379,1539.521769
380,3300.737597
387,1541.473643
392,2184.744847
394,8928.225779
395,1083.329361
397,1696.347312
407,3223.512266
411,9111.230290
416,3171.997972
417,2407.528969
419,2278.533783
428,4276.796309
431,2236.344276
436,4024.806955
438,995.314216
445,6530.078138
446,6526.301940
455,2161.056909
456,1027.424938
461,884.420478
463,1702.561760
464,3421.045529
466,2786.981171
467,1773.944263
470,1604.456616
475,1649.501387
482,4036.170575
490,2165.905475
496,1781.895505
497,4283.219803
508,3023.914006
510,2156.125337
512,2398.434552
513,1950.347212
523,2443.861303
531,2663.032172
532,1886.734845
533,1771.952834
537,1396.212418
544,3828.795774
547,2438.601050
556,9356.500562
565,1605.344117
566,1171.840753
571,1781.945475
573,1814.803316
574,966.175292
581,1966.599716
585,1512.672801
589,1627.124340
597,1664.168107
601,1869.881236
602,1646.210847
613,2136.545451
616,1696.327892
619,1926.455975
622,2337.437762
623,2676.431885
629,1540.575978
634,1435.849442
638,959.012457
642,1245.200403
643,1819.049007
645,1349.884809
648,5058.292001
652,2121.281884
664,1193.210930
666,1796.879621
672,628.751532
676,1967.409402
678,3793.999706
682,1939.995618
686,2297.566521
688,1187.773772
689,1636.153283
690,2532.882100
692,11494.116682
695,2077.119482
697,3054.494407
698,1146.591258
706,2086.807784
708,2603.950650
712,3590.550951
715,3398.834908
717,751.800233
725,2828.958685
729,1404.267297
737,1372.229306
739,4384.446759
747,4763.315650
753,1983.968049
