id,loss
4,-8695870215.421341
6,1668444959.514282
9,5240803465.857193
12,2380726938.260086
15,-1751970200.929077
17,424719769.261276
21,964285969.310364
28,-14444602783.117508
32,-7364309379.822159
43,-8864465193.375366
46,1668444961.066864
50,41397948755.152313
54,4064799980.571045
62,-33051107.730682
70,-5695864426.562393
71,31619861322.360901
75,9778087440.070465
77,-5680236337.907654
81,10915048678.660797
83,-2211708619.325439
87,28767592.564087
97,190503350.362518
103,4064799981.638916
119,964285969.170593
120,-8813801464.811508
127,33288306274.549561
138,14899588535.309753
141,-9536101889.322678
148,28767592.115967
150,4082223006.172150
151,7286277013.336975
158,1432258654.557022
160,-7397360494.187881
165,-161735749.722870
168,33288306275.779968
169,-12249034534.731201
177,-7210124742.999557
178,-33051106.617462
184,46190617.674072
194,11978016109.175385
198,-8868442885.490585
203,2171792517.224976
211,-8813801464.515137
217,11429109367.546967
219,30288300485.239166
221,1651021936.035385
227,-934920611.062531
230,128684649.826294
235,8893640959.978897
240,-1583375223.865448
243,-5695864426.167755
249,-9098856562.019089
253,1573208942.222870
258,11210346088.155579
261,9957599779.059479
263,-50474132.498444
264,4161464732.255066
265,-5975228656.265533
268,11446532393.091217
271,9906772083.037689
274,4097851096.029327
275,36328149633.189209
279,11446532393.265747
282,-1734547176.138977
286,-140568508.662323
288,-8895932067.007507
294,11446532393.757050
296,-7414783521.034653
297,-7407060108.713257
300,46190617.013626
303,2278423780.922180
314,-7456675316.645111
315,28767593.381256
321,4082223006.559845
323,1046695335.462997
330,9855551945.464508
341,9889349057.556366
342,-5616622700.657562
352,9806855025.094269
353,2567962689.896255
360,43066393709.721191
361,606426632.167526
362,-2871557962.605072
366,-7210124743.800735
372,-5192516867.719879
376,1981165396.055298
377,11429109369.166168
379,-161735749.723785
380,9806855026.031952
387,946862943.671005
392,95633535.106201
394,128684650.405029
395,-22027121967.884598
397,46190617.643738
407,3479844737.672913
411,-1734547174.690521
416,-1734547173.871613
417,4115274120.311462
419,-2554695966.480682
428,-7318118768.400345
431,-161735749.384628
436,-7751667635.842712
438,-22027121968.359558
445,-7253047760.411560
446,8092219462.309906
455,2331284020.435776
456,2267670384.373688
461,30367542210.034729
463,-934920612.154297
464,74942919.061142
466,627117249.467072
467,43066393707.852417
470,33367547999.925598
475,-7414783520.664276
482,1668444961.108505
490,2363303912.799072
496,320245731.495941
497,46190618.596222
508,-5713287451.467529
510,240977490.111526
512,9453892260.843399
513,3479844737.045715
523,1623812621.941803
531,-8187455464.717087
532,7902607914.793106
533,-50474133.449036
537,9727613299.299805
544,-5695864425.276291
547,-5713287451.508453
556,-33051106.517334
565,33270883249.459229
566,9374650534.531982
571,-3806840323.380402
573,-139415472.113998
574,9745036324.287537
581,8043540258.699936
585,4161464731.627197
589,-7318118770.081070
597,481009581.434540
601,595544711.804764
602,1848142350.544159
613,8026117231.656540
616,-1655305450.440979
619,-128684635.139191
622,-7397360494.865036
623,-2458031215.885925
629,41397948754.005981
634,-7414783520.341751
638,111261624.112183
642,9727613299.409027
643,-22027121967.724182
645,31619861322.398224
648,4161464732.539215
652,-5695864426.406952
664,-1655305450.986328
666,2982582771.902588
672,9760664412.826263
676,43145635433.410004
678,1557441400.348663
682,8122781982.435883
686,-22027121967.509247
688,8242997217.501129
689,31602438295.960388
690,-7526045137.534760
692,-1751970199.522675
695,-5695864426.669754
697,9975022806.487396
698,-7397360494.483078
706,9695593408.183685
708,-50474133.227966
712,7.686859
715,9745036325.634186
717,5748689179.130692
725,2488720964.139282
729,-7364309380.456207
737,8043540256.406769
739,-1734547175.068146
747,1043527694.387726
753,33452175371.082001
758,9745036325.337860
759,-2656021067.281403
763,-7414783520.492813
773,964285970.966370
774,95633535.006287
776,-7381732405.737228
788,-1203063460.559509
790,-1449492077.007538
794,128684649.513397
801,-25542151200.593079
802,-7503830934.516815
805,-22027121968.252274
