id,loss
4,2784.862869
6,607.745397
9,5701.010330
12,1252.147058
15,855.145413
17,1739.959539
21,2881.434628
28,163.623336
32,1268.150825
43,1944.424435
46,2904.914405
50,2895.878193
54,1157.004013
62,1014.916543
70,1501.537600
71,2837.519395
75,1520.161997
77,850.853315
81,1753.642897
83,2411.079674
87,1510.306555
97,2301.265635
103,3343.937405
119,2502.060617
120,745.564717
127,1139.911140
138,2403.018132
141,1403.174700
148,964.523728
150,1473.659318
151,517.859447
158,375.160279
160,1699.782201
165,2116.172054
168,3918.844637
169,1547.024072
177,1639.786119
178,3121.571293
184,1175.774630
194,5845.747931
198,648.096595
203,2075.183875
211,1002.845269
217,1159.497576
219,1348.836307
221,3999.981147
227,4934.855374
230,1228.709354
235,885.720500
240,592.680651
243,2238.223449
249,1578.978277
253,1484.693223
258,886.282841
261,473.868053
263,1827.105237
264,3385.073682
265,3942.012474
268,1404.166174
271,1950.388668
274,2783.328816
275,1443.159995
279,1677.065670
282,530.186872
286,1652.338059
288,4235.940036
294,2741.791305
296,382.364411
297,1215.683821
300,607.819219
303,4827.357935
314,1087.187442
315,3408.698267
321,2169.142749
323,1698.255979
330,2815.991635
341,1706.062467
342,2854.070395
352,1208.597711
353,1898.387003
360,12934.047466
361,487.147294
362,1798.827818
366,733.906110
372,15279.787933
376,1669.702814
377,5849.309615
379,2115.705463
380,3084.746942
387,2212.093014
392,1172.406996
394,2166.245094
395,1032.721152
397,1145.808716
407,3100.960139
411,2276.539863
416,4692.647170
417,956.706644
419,1642.644494
428,2894.666177
431,2952.459111
436,2368.638525
438,644.886797
445,9888.787510
446,3014.445451
455,876.763688
456,786.276927
461,853.604905
463,1648.686250
464,2319.644644
466,870.102497
467,1979.805049
470,1290.165636
475,552.346779
482,3032.790592
490,1130.300488
496,2872.920243
497,2970.106959
508,2337.473067
510,1784.818058
512,2296.965686
513,1656.821266
523,1663.106205
531,2359.303892
532,1605.622555
533,707.787057
537,706.355151
544,5426.149663
547,2250.385990
556,3429.579675
565,1478.472777
566,798.385115
571,742.983979
573,1538.063543
574,490.039124
581,3920.329189
585,1798.913121
589,540.176018
597,880.829224
601,1776.747592
602,1443.816215
613,785.076360
616,821.865265
619,1967.805383
622,867.253006
623,1622.738991
629,940.146072
634,759.092197
638,852.958337
642,787.497648
643,1212.706002
645,2866.061978
648,4456.958480
652,1744.638444
664,476.138523
666,2200.284623
672,227.370776
676,2667.096937
678,3673.208558
682,934.384913
686,1498.184459
688,3619.565926
689,991.453148
690,905.683341
692,3796.881819
695,1341.868770
697,3782.667458
698,1274.212889
706,1907.391161
708,883.063431
712,2189.147298
715,1890.922948
717,505.318860
725,1148.675453
729,674.426410
737,429.888547
739,1538.729263
747,2449.714366
753,1341.049845
758,1399.279138
759,3604.728731
763,654.947104
773,15123.619914
774,1067.022212
776,727.078039
788,1320.681019
790,1715.554710
794,892.017463
801,1934.212801
802,559.520626
805,715.584212
809,2792.340901
812,695.842820
825,4668.172143
828,765.740907
830,1545.826832
833,1031.567844
850,3347.641230
852,7595.738810
862,781.720760
863,907.977241
864,767.250417
865,2363.795126
868,1722.920445
872,1291.071132
879,2851.343659
880,896.437329
883,1946.917096
886,1592.720663
923,1248.821249
924,1429.100967
932,517.345291
945,2207.521522
947,4785.897318
948,1103.784462
955,1377.520856
963,4514.788539
979,665.351679
989,3755.990923
994,1231.828143
995,552.911156
998,1294.120602
1000,3555.571242
1018,758.075378
1019,1358.945277
1028,1089.802317
1034,828.580493
1038,2909.628815
1040,1611.517744
1042,1169.758125
1057,1798.592801
1058,3494.607564
1063,510.409770
1066,1794.460255
1071,3113.611954
1073,8440.830632
1074,1544.715193
1077,1385.930234
1080,10294.571501
1088,364.249716
1096,750.990297
1097,13522.654881
1105,4378.137380
1115,1965.573232
1116,962.190034
1122,1036.978199
1130,3385.367194
1133,1230.082316
1137,1739.743459
1140,3704.473104
1143,6291.227945
1149,4468.783365
1150,681.232073
1153,1241.166302
1157,1111.387276
1180,605.500884
1183,392.991413
1188,971.896101
1193,1861.196892
1200,689.711567
1209,1415.547394
1214,1149.644752
1219,1721.448440
1223,3992.409687
1227,637.793433
1228,6062.096995
1229,1736.733359
1233,1492.947717
1238,1684.047023
1239,691.117065
1241,8453.619571
1243,5546.743684
1244,827.121027
1245,2216.488831
1277,2888.245343
1279,2013.357586
1292,6260.150975
1293,1756.504425
1299,3868.269803
1304,1148.817220
1313,1807.242355
1328,1833.299432
1330,549.489323
1334,665.995493
1335,1606.593085
1336,1959.056734
1341,1139.749055
1344,602.475645
1351,749.446725
1352,7571.980256
1354,464.015588
1368,2278.404286
1373,741.778461
1375,948.844311
1381,1525.171257
1384,1421.017828
1385,2685.932773
1388,3195.245802
1401,1197.336040
1402,719.587454
1404,688.889772
1406,1591.504686
1409,769.150612
1422,760.432925
1429,2158.078436
1433,3881.814234
1438,694.233454
1444,2006.190736
1446,890.524554
1450,607.130880
1451,574.086810
1454,1120.802207
1458,4036.243957
